user_id,create_time,rev_krw,region
400001131,2025-10-09 01:52:50.423702,1100,jp
400001132,2025-10-09 01:52:58.064355,27500,jp
400001134,2025-10-09 01:53:09.147467,3167300,jp
400001135,2025-10-09 01:52:50.054909,31700,jp
400001136,2025-10-09 01:52:57.822193,653600,jp
400001140,2025-10-09 01:53:17.169562,863500,jp
400001146,2025-10-09 03:05:23.572803,45600,jp
400001160,2025-10-09 02:18:44.298972,504100,jp
400001166,2025-10-09 02:25:13.930027,0,jp
400001169,2025-10-09 02:27:09.073821,47300,jp
400001174,2025-10-09 01:53:19.121257,627700,jp
400001178,2025-10-09 02:17:20.573166,0,jp
400001182,2025-10-09 01:52:55.99344,254600,jp
400001189,2025-10-09 01:53:04.421147,1100,jp
400001200,2025-10-09 01:53:00.795739,932400,jp
400001202,2025-10-09 01:53:08.52489,0,jp
400001203,2025-10-09 01:53:16.299351,0,jp
400001206,2025-10-09 01:53:37.426231,157100,jp
400001208,2025-10-10 02:17:34.000027,0,jp
400001210,2025-10-09 01:53:03.911852,2200,jp
400001212,2025-10-09 01:53:06.816321,0,jp
400001213,2025-10-09 01:53:22.222445,1053500,jp
400001220,2025-10-09 01:53:23.733179,73500,jp
400001223,2025-10-09 01:53:05.734126,129400,jp
400001225,2025-10-09 01:54:17.371697,0,jp
400001231,2025-10-09 01:53:32.88414,1470100,jp
400001237,2025-10-09 02:11:32.997365,0,jp
400001238,2025-10-09 01:53:29.690855,59400,jp
400001244,2025-10-09 01:53:27.252461,3072800,jp
400001246,2025-10-09 01:53:15.606828,837400,jp
400001250,2025-10-09 01:53:42.43599,1957100,jp
400001260,2025-10-09 01:53:15.663489,0,jp
400001271,2025-10-09 01:53:18.657352,633400,jp
400001277,2025-10-09 01:53:20.376379,83200,jp
400001283,2025-10-09 01:53:21.369315,8800,jp
400001284,2025-10-09 01:53:16.226476,361600,jp
400001285,2025-10-09 11:21:09.507149,0,jp
400001293,2025-10-09 01:53:21.946406,2798000,jp
400001305,2025-10-09 01:53:32.096298,20900,jp
400001307,2025-10-09 01:53:31.14849,29500,jp
400001312,2025-10-09 01:53:28.407243,842000,jp
400001316,2025-10-09 06:54:28.291996,751600,jp
400001320,2025-10-09 01:53:23.952311,1478400,jp
400001328,2025-10-09 01:54:50.163831,0,jp
400001333,2025-10-09 01:54:13.383868,365100,jp
400001334,2025-10-09 01:53:34.670638,156500,jp
400001336,2025-10-09 02:07:38.32652,0,jp
400001339,2025-10-09 01:53:55.722524,0,jp
400001348,2025-10-09 01:53:33.818429,0,jp
400001349,2025-10-09 01:53:30.839071,3485500,jp
400001364,2025-10-11 03:35:04.274013,1100,jp
400001368,2025-10-09 01:53:36.638018,144500,jp
400001372,2025-10-09 01:53:34.013793,1883300,jp
400001374,2025-10-09 01:53:39.921764,0,jp
400001379,2025-10-09 01:54:29.241615,30800,jp
400001381,2025-10-09 02:08:05.132249,330800,jp
400001390,2025-10-09 01:55:43.588075,0,jp
400001392,2025-10-09 01:53:58.528186,821800,jp
400001398,2025-10-09 01:53:40.784049,436300,jp
400001403,2025-10-09 02:19:37.001682,484300,jp
400001416,2025-10-09 01:53:49.363976,0,jp
400001417,2025-10-09 01:54:00.696376,180500,jp
400001424,2025-10-09 01:54:20.485013,135300,jp
400001430,2025-10-09 01:54:10.205109,7319500,jp
400001434,2025-10-09 01:53:44.700593,27500,jp
400001436,2025-10-09 02:19:55.35099,0,jp
400001438,2025-10-09 04:45:10.431226,5754200,jp
400001443,2025-10-09 01:53:50.118299,0,jp
400001455,2025-10-09 01:53:46.803756,1100,jp
400001457,2025-10-09 01:53:49.953629,0,jp
400001465,2025-10-09 01:53:50.056253,522600,jp
400001470,2025-10-09 01:53:54.078396,565600,jp
400001474,2025-10-09 01:54:29.360276,1100,jp
400001475,2025-10-09 01:54:02.319829,3300,jp
400001476,2025-10-09 01:54:02.903387,4500400,jp
400001481,2025-10-09 01:55:20.431609,0,jp
400001504,2025-10-09 02:15:24.184826,0,jp
